,a,b
4011,Every partner has hoped that the hairdresser that reveals a nephew grows this banana,Every partner has hoped that a hairdresser that reveals the nephew grows this banana
4012,This pedestrian that bites the cucumber imagined that this boss isn't climbing down a hill,This pedestrian that bites a cucumber imagined that this boss isn't climbing down the hill
4013,This pedestrian imagined that the boss that bites a cucumber isn't climbing down each hill,This pedestrian imagined that a boss that bites the cucumber isn't climbing down each hill
4014,This colleague that has cleaned the fork does admit that some patient can't research a drawing,This colleague that has cleaned a fork does admit that some patient can't research the drawing
4015,This colleague does admit that the patient that has cleaned a fork can't research that drawing,This colleague does admit that a patient that has cleaned the fork can't research that drawing
4016,The senator who hadn't bent a car confessed that no podiatrist talks about no lawyer,A senator who hadn't bent the car confessed that no podiatrist talks about no lawyer
4017,No senator confessed that the podiatrist that hadn't bent a car talks about no lawyer,No senator confessed that a podiatrist that hadn't bent the car talks about no lawyer
4018,Some woman who is losing the bird confessed that every mother might impress a dancer,Some woman who is losing a bird confessed that every mother might impress the dancer
4019,Some woman confessed that the mother that is losing a bird might impress this dancer,Some woman confessed that a mother that is losing the bird might impress this dancer
4020,The teacher who is exploring a library conceals that this best friend does clean every cup,A teacher who is exploring the library conceals that this best friend does clean every cup
4021,The teacher conceals that this best friend that is exploring a library does clean every cup,A teacher conceals that this best friend that is exploring the library does clean every cup
4022,That student that had biked to the mall conceals that every son wasn't revealing a dress,That student that had biked to a mall conceals that every son wasn't revealing the dress
4023,That student conceals that the son that had biked to a mall wasn't revealing that dress,That student conceals that a son that had biked to the mall wasn't revealing that dress
4024,No teacher who questions the committee hates that each mentor hates a spouse,No teacher who questions a committee hates that each mentor hates the spouse
4025,The teacher hates that each mentor that questions a committee hates each spouse,A teacher hates that each mentor that questions the committee hates each spouse
4026,Some contractor that should pass the bank remembered that every colleague will hate a colleague,Some contractor that should pass a bank remembered that every colleague will hate the colleague
4027,The contractor remembered that every colleague that should pass a bank will hate no colleague,A contractor remembered that every colleague that should pass the bank will hate no colleague
4028,The pedestrian who did shake every boy hasn't forgotten that that patient can light a projector,A pedestrian who did shake every boy hasn't forgotten that that patient can light the projector
4029,Every pedestrian hasn't forgotten that that patient that did shake the boy can light a projector,Every pedestrian hasn't forgotten that that patient that did shake a boy can light the projector
4030,The man who wasn't descending some hill had shouted that that senator hadn't praised a brochure,A man who wasn't descending some hill had shouted that that senator hadn't praised the brochure
4031,The man had shouted that that senator that wasn't descending a hill hadn't praised each brochure,A man had shouted that that senator that wasn't descending the hill hadn't praised each brochure
4032,The mentor who listens to each student hadn't concealed that some daughter won't forget a teacher,A mentor who listens to each student hadn't concealed that some daughter won't forget the teacher
4033,This mentor hadn't concealed that some daughter that listens to the student won't forget a teacher,This mentor hadn't concealed that some daughter that listens to a student won't forget the teacher
4034,The boy that did scan every tutor hadn't felt that every senator doesn't climb down a slope,A boy that did scan every tutor hadn't felt that every senator doesn't climb down the slope
4035,That boy hadn't felt that the senator who did scan a tutor doesn't climb down each slope,That boy hadn't felt that a senator who did scan the tutor doesn't climb down each slope
4036,The woman who did understand that guy hated that every friend hadn't impressed a mother,A woman who did understand that guy hated that every friend hadn't impressed the mother
4037,Each woman hated that every friend who did understand the guy hadn't impressed a mother,Each woman hated that every friend who did understand a guy hadn't impressed the mother
4038,The father that has hired a sister hasn't imagined that no school hasn't boasted about no grandfather,A father that has hired the sister hasn't imagined that no school hasn't boasted about no grandfather
4039,That father hasn't imagined that no school who has hired the sister hasn't boasted about a grandfather,That father hasn't imagined that no school who has hired a sister hasn't boasted about the grandfather
4040,The nephew that hasn't kissed a man was concealing that every guy listened to each student,A nephew that hasn't kissed the man was concealing that every guy listened to each student
4041,That nephew was concealing that the guy that hasn't kissed a man listened to each student,That nephew was concealing that a guy that hasn't kissed the man listened to each student
4042,The dancer that astounded that dancer hadn't prayed that this teenager fled from a teacher,A dancer that astounded that dancer hadn't prayed that this teenager fled from the teacher
4043,No dancer hadn't prayed that this teenager that astounded the dancer fled from a teacher,No dancer hadn't prayed that this teenager that astounded a dancer fled from the teacher
4044,Some French teacher that argued about the tune hadn't admitted that that teacher is bringing a gate,Some French teacher that argued about a tune hadn't admitted that that teacher is bringing the gate
4045,Some French teacher hadn't admitted that that teacher that argued about the tune is bringing a gate,Some French teacher hadn't admitted that that teacher that argued about a tune is bringing the gate
4046,The guest who insulted this restaurant is liking that every grandfather admires a woman,A guest who insulted this restaurant is liking that every grandfather admires the woman
4047,The guest is liking that every grandfather that insulted a restaurant admires each woman,A guest is liking that every grandfather that insulted the restaurant admires each woman
4048,The teenager that passes this bank hasn't loved that that supervisor was complaining about a hypothesis,A teenager that passes this bank hasn't loved that that supervisor was complaining about the hypothesis
4049,This teenager hasn't loved that that supervisor that passes the bank was complaining about a hypothesis,This teenager hasn't loved that that supervisor that passes a bank was complaining about the hypothesis
4050,This piano teacher who disturbs the senator agreed that no sister tears a glove,This piano teacher who disturbs a senator agreed that no sister tears the glove
4051,This piano teacher agreed that no sister who disturbs the senator tears a glove,This piano teacher agreed that no sister who disturbs a senator tears the glove
4052,The guy who does hate a daughter had explained that no niece doesn't fire every classmate,A guy who does hate the daughter had explained that no niece doesn't fire every classmate
4053,Some guy had explained that the niece that does hate a daughter doesn't fire every classmate,Some guy had explained that a niece that does hate the daughter doesn't fire every classmate
4054,That teacher who hasn't watched the teacher had concluded that each dancer can't clean a library,That teacher who hasn't watched a teacher had concluded that each dancer can't clean the library
4055,That teacher had concluded that each dancer that hasn't watched the teacher can't clean a library,That teacher had concluded that each dancer that hasn't watched a teacher can't clean the library
4056,Some waiter who hasn't walked through the hill hadn't hated that every classmate hadn't sunk a canoe,Some waiter who hasn't walked through a hill hadn't hated that every classmate hadn't sunk the canoe
4057,Some waiter hadn't hated that the classmate that hasn't walked through a hill hadn't sunk this canoe,Some waiter hadn't hated that a classmate that hasn't walked through the hill hadn't sunk this canoe
4058,The colleague that can't criticize every report does speculate that this spouse is returning to a doctor,A colleague that can't criticize every report does speculate that this spouse is returning to the doctor
4059,The colleague does speculate that this spouse that can't criticize a report is returning to this doctor,A colleague does speculate that this spouse that can't criticize the report is returning to this doctor
4060,The dentist who hasn't fired this boy didn't speculate that each boss doesn't think about a child,A dentist who hasn't fired this boy didn't speculate that each boss doesn't think about the child
4061,That dentist didn't speculate that each boss that hasn't fired the boy doesn't think about a child,That dentist didn't speculate that each boss that hasn't fired a boy doesn't think about the child
4062,Some best friend who had embarrassed the child hoped that some coat bothers a sister,Some best friend who had embarrassed a child hoped that some coat bothers the sister
4063,The best friend hoped that some coat that had embarrassed a child bothers some sister,A best friend hoped that some coat that had embarrassed the child bothers some sister
4064,Some guest that ascended the mountain is concealing that this brother was scaring a girlfriend,Some guest that ascended a mountain is concealing that this brother was scaring the girlfriend
4065,Some guest is concealing that the brother that ascended a mountain was scaring that girlfriend,Some guest is concealing that a brother that ascended the mountain was scaring that girlfriend
4066,Some son who isn't concealing the tile argues that each friend has repaired a skateboard,Some son who isn't concealing a tile argues that each friend has repaired the skateboard
4067,Some son argues that the friend that isn't concealing a tile has repaired every skateboard,Some son argues that a friend that isn't concealing the tile has repaired every skateboard
4068,Each teacher who remembered the boy asserted that some boss could discuss a man,Each teacher who remembered a boy asserted that some boss could discuss the man
4069,Each teacher asserted that the boss who remembered a boy could discuss each man,Each teacher asserted that a boss who remembered the boy could discuss each man
4070,The senator that had concealed a daughter insisted that that teacher drew some man,A senator that had concealed the daughter insisted that that teacher drew some man
4071,The senator insisted that that teacher who had concealed a daughter drew some man,A senator insisted that that teacher who had concealed the daughter drew some man
4072,The driver who goes to this library might shout that that senator taught a doctor,A driver who goes to this library might shout that that senator taught the doctor
4073,The driver might shout that that senator that goes to a library taught some doctor,A driver might shout that that senator that goes to the library taught some doctor
4074,The grandmother who had scanned a friend does agree that every woman talked to that son,A grandmother who had scanned the friend does agree that every woman talked to that son
4075,That grandmother does agree that every woman that had scanned the friend talked to a son,That grandmother does agree that every woman that had scanned a friend talked to the son
4076,The father that walks through every library could imagine that that mother hadn't led a patient,A father that walks through every library could imagine that that mother hadn't led the patient
4077,This father could imagine that the mother that walks through a library hadn't led each patient,This father could imagine that a mother that walks through the library hadn't led each patient
4078,Each child that researched the senator is forgetting that this classmate wasn't discussing a friend,Each child that researched a senator is forgetting that this classmate wasn't discussing the friend
4079,The child is forgetting that this classmate that researched a senator wasn't discussing some friend,A child is forgetting that this classmate that researched the senator wasn't discussing some friend
4080,The customer that hadn't ridden no bike wouldn't say that some child lights a lamp,A customer that hadn't ridden no bike wouldn't say that some child lights the lamp
4081,Each customer wouldn't say that some child that hadn't ridden the bike lights a lamp,Each customer wouldn't say that some child that hadn't ridden a bike lights the lamp
4082,The senator that writes a spouse found out that each doctor hadn't resembled no print,A senator that writes the spouse found out that each doctor hadn't resembled no print
4083,The senator found out that each doctor that writes a spouse hadn't resembled no print,A senator found out that each doctor that writes the spouse hadn't resembled no print
4084,Each classmate that biked to the high school reveals that some student won't conceal a father,Each classmate that biked to a high school reveals that some student won't conceal the father
4085,Each classmate reveals that the student that biked to a high school won't conceal this father,Each classmate reveals that a student that biked to the high school won't conceal this father
4086,The child that should catch every contractor was asserting that no girl wore a sweater,A child that should catch every contractor was asserting that no girl wore the sweater
4087,Every child was asserting that no girl who should catch the contractor wore a sweater,Every child was asserting that no girl who should catch a contractor wore the sweater
4088,Every mentor who did drop by the museum hadn't concluded that that piano teacher hasn't liked a guest,Every mentor who did drop by a museum hadn't concluded that that piano teacher hasn't liked the guest
4089,The mentor hadn't concluded that that piano teacher that did drop by a museum hasn't liked some guest,A mentor hadn't concluded that that piano teacher that did drop by the museum hasn't liked some guest
4090,The best friend that drives to a river was thinking that every guest isn't leading this teacher,A best friend that drives to the river was thinking that every guest isn't leading this teacher
4091,The best friend was thinking that every guest that drives to a river isn't leading this teacher,A best friend was thinking that every guest that drives to the river isn't leading this teacher
4092,The woman who arrives at this river believes that this driver questioned a government,A woman who arrives at this river believes that this driver questioned the government
4093,The woman believes that this driver that arrives at a river questioned every government,A woman believes that this driver that arrives at the river questioned every government
4094,Each person who isn't aiding the best friend prayed that some friend healed a contractor,Each person who isn't aiding a best friend prayed that some friend healed the contractor
4095,The person prayed that some friend who isn't aiding a best friend healed some contractor,A person prayed that some friend who isn't aiding the best friend healed some contractor
4096,The granddaughter that can't get a canoe wasn't admitting that each girlfriend wasn't climbing down this hill,A granddaughter that can't get the canoe wasn't admitting that each girlfriend wasn't climbing down this hill
4097,The granddaughter wasn't admitting that each girlfriend that can't get a canoe wasn't climbing down this hill,A granddaughter wasn't admitting that each girlfriend that can't get the canoe wasn't climbing down this hill
4098,The daughter that fires a boss is hoping that that son respected every French teacher,A daughter that fires the boss is hoping that that son respected every French teacher
4099,This daughter is hoping that the son that fires a boss respected every French teacher,This daughter is hoping that a son that fires the boss respected every French teacher
4100,The cousin that climbs down every slope agreed that this fish shouldn't ascend a mountain,A cousin that climbs down every slope agreed that this fish shouldn't ascend the mountain
4101,This cousin agreed that the fish that climbs down a slope shouldn't ascend no mountain,This cousin agreed that a fish that climbs down the slope shouldn't ascend no mountain
4102,The lady that should steal a bicycle had doubted that that university purchased every window,A lady that should steal the bicycle had doubted that that university purchased every window
4103,This lady had doubted that that university that should steal the bicycle purchased a window,This lady had doubted that that university that should steal a bicycle purchased the window
4104,The teacher who is stealing a glass would speculate that some lawyer might overwhelm every boy,A teacher who is stealing the glass would speculate that some lawyer might overwhelm every boy
4105,Some teacher would speculate that the lawyer that is stealing a glass might overwhelm every boy,Some teacher would speculate that a lawyer that is stealing the glass might overwhelm every boy
4106,The father that shocked a granddaughter reveals that each print looks like that hospital,A father that shocked the granddaughter reveals that each print looks like that hospital
4107,The father reveals that each print that shocked a granddaughter looks like that hospital,A father reveals that each print that shocked the granddaughter looks like that hospital
4108,The niece that isn't breaking a vase hadn't whispered that this classmate shouldn't attack this senator,A niece that isn't breaking the vase hadn't whispered that this classmate shouldn't attack this senator
4109,The niece hadn't whispered that this classmate that isn't breaking a vase shouldn't attack this senator,A niece hadn't whispered that this classmate that isn't breaking the vase shouldn't attack this senator
4110,The podiatrist who had concealed some box wasn't hating that each mother could shoot a student,A podiatrist who had concealed some box wasn't hating that each mother could shoot the student
4111,Each podiatrist wasn't hating that the mother that had concealed a box could shoot this student,Each podiatrist wasn't hating that a mother that had concealed the box could shoot this student
4112,The child that shouldn't exit no public park isn't learning that each French teacher couldn't drive to a hospital,A child that shouldn't exit no public park isn't learning that each French teacher couldn't drive to the hospital
4113,Every child isn't learning that the French teacher that shouldn't exit a public park couldn't drive to that hospital,Every child isn't learning that a French teacher that shouldn't exit the public park couldn't drive to that hospital
4114,This cousin that ate the pie wouldn't learn that some lady impresses a boss,This cousin that ate a pie wouldn't learn that some lady impresses the boss
4115,The cousin wouldn't learn that some lady that ate a pie impresses some boss,A cousin wouldn't learn that some lady that ate the pie impresses some boss
4116,The father who talks to this teacher was hating that some podiatrist is disturbing a university,A father who talks to this teacher was hating that some podiatrist is disturbing the university
4117,Some father was hating that some podiatrist who talks to the teacher is disturbing a university,Some father was hating that some podiatrist who talks to a teacher is disturbing the university
4118,The contractor who hadn't boycotted a river is admitting that that niece had bent every skateboard,A contractor who hadn't boycotted the river is admitting that that niece had bent every skateboard
4119,Every contractor is admitting that the niece that hadn't boycotted a river had bent every skateboard,Every contractor is admitting that a niece that hadn't boycotted the river had bent every skateboard
4120,The senator who hugs this senator is demonstrating that every grandson does examine a piano teacher,A senator who hugs this senator is demonstrating that every grandson does examine the piano teacher
4121,The senator is demonstrating that every grandson that hugs a senator does examine that piano teacher,A senator is demonstrating that every grandson that hugs the senator does examine that piano teacher
4122,The husband who has lost that guest regrets that this pedestrian is leading a podiatrist,A husband who has lost that guest regrets that this pedestrian is leading the podiatrist
4123,The husband regrets that this pedestrian that has lost a guest is leading some podiatrist,A husband regrets that this pedestrian that has lost the guest is leading some podiatrist
4124,The colleague that admired that patient does explain that some legislature should alarm a student,A colleague that admired that patient does explain that some legislature should alarm the student
4125,The colleague does explain that some legislature who admired a patient should alarm this student,A colleague does explain that some legislature who admired the patient should alarm this student
4126,The friend who could impress a grandmother shouldn't argue that each fungus looks like some sketch,A friend who could impress the grandmother shouldn't argue that each fungus looks like some sketch
4127,The friend shouldn't argue that each fungus that could impress a grandmother looks like some sketch,A friend shouldn't argue that each fungus that could impress the grandmother looks like some sketch
4128,That nephew who had admired the lady prayed that no dentist shouldn't know a teenager,That nephew who had admired a lady prayed that no dentist shouldn't know the teenager
4129,That nephew prayed that no dentist that had admired the lady shouldn't know a teenager,That nephew prayed that no dentist that had admired a lady shouldn't know the teenager
4130,The nephew who wasn't noticing every deer wasn't imagining that this student won't exit a movie theater,A nephew who wasn't noticing every deer wasn't imagining that this student won't exit the movie theater
4131,Each nephew wasn't imagining that the student that wasn't noticing a deer won't exit no movie theater,Each nephew wasn't imagining that a student that wasn't noticing the deer won't exit no movie theater
4132,Some teacher that had broken the screen reveals that that waiter hasn't cleaned a restaurant,Some teacher that had broken a screen reveals that that waiter hasn't cleaned the restaurant
4133,Some teacher reveals that that waiter that had broken the screen hasn't cleaned a restaurant,Some teacher reveals that that waiter that had broken a screen hasn't cleaned the restaurant
4134,The customer that was firing a doctor is imagining that some dentist couldn't sound like no guy,A customer that was firing the doctor is imagining that some dentist couldn't sound like no guy
4135,Each customer is imagining that the dentist that was firing a doctor couldn't sound like no guy,Each customer is imagining that a dentist that was firing the doctor couldn't sound like no guy
4136,The boyfriend who shocked this father wouldn't dislike that some French teacher would distract a patient,A boyfriend who shocked this father wouldn't dislike that some French teacher would distract the patient
4137,Each boyfriend wouldn't dislike that some French teacher that shocked the father would distract a patient,Each boyfriend wouldn't dislike that some French teacher that shocked a father would distract the patient
4138,The best friend that was aggravating that woman hadn't concluded that some guest scanned a teacher,A best friend that was aggravating that woman hadn't concluded that some guest scanned the teacher
4139,That best friend hadn't concluded that some guest that was aggravating the woman scanned a teacher,That best friend hadn't concluded that some guest that was aggravating a woman scanned the teacher
4140,The supervisor who is shooting that driver wasn't believing that that waiter held a teenager,A supervisor who is shooting that driver wasn't believing that that waiter held the teenager
4141,The supervisor wasn't believing that that waiter that is shooting a driver held some teenager,A supervisor wasn't believing that that waiter that is shooting the driver held some teenager
4142,The student that distracted a grandson proposes that no series is hurting each teacher,A student that distracted the grandson proposes that no series is hurting each teacher
4143,The student proposes that no series that distracted a grandson is hurting each teacher,A student proposes that no series that distracted the grandson is hurting each teacher
4144,The best friend who had eaten a pie had insisted that each senator was talking to some colleague,A best friend who had eaten the pie had insisted that each senator was talking to some colleague
4145,The best friend had insisted that each senator that had eaten a pie was talking to some colleague,A best friend had insisted that each senator that had eaten the pie was talking to some colleague
4146,Some spouse who messes up the car had arguing that every waitress hurts a grandfather,Some spouse who messes up a car had arguing that every waitress hurts the grandfather
4147,Some spouse had arguing that every waitress that messes up the car hurts a grandfather,Some spouse had arguing that every waitress that messes up a car hurts the grandfather
4148,No dentist that has swept the room has said that that waiter should aid a child,No dentist that has swept a room has said that that waiter should aid the child
4149,No dentist has said that the waiter that has swept a room should aid each child,No dentist has said that a waiter that has swept the room should aid each child
4150,Each lawyer that hasn't shot the teenager wouldn't insist that that patient could visit a spouse,Each lawyer that hasn't shot a teenager wouldn't insist that that patient could visit the spouse
4151,The lawyer wouldn't insist that that patient that hasn't shot a teenager could visit this spouse,A lawyer wouldn't insist that that patient that hasn't shot the teenager could visit this spouse
4152,The granddaughter who isn't investigating a company wasn't arguing that this teenager hasn't liked each cake,A granddaughter who isn't investigating the company wasn't arguing that this teenager hasn't liked each cake
4153,The granddaughter wasn't arguing that this teenager that isn't investigating a company hasn't liked each cake,A granddaughter wasn't arguing that this teenager that isn't investigating the company hasn't liked each cake
4154,The lady who spends every coin isn't insisting that that dancer grew a tomato,A lady who spends every coin isn't insisting that that dancer grew the tomato
4155,The lady isn't insisting that that dancer that spends a coin grew each tomato,A lady isn't insisting that that dancer that spends the coin grew each tomato
4156,The waiter who hinders some brother concealed that this movie shocks a customer,A waiter who hinders some brother concealed that this movie shocks the customer
4157,The waiter concealed that this movie who hinders a brother shocks every customer,A waiter concealed that this movie who hinders the brother shocks every customer
4158,That patient who was boring the man dislikes that no student hadn't chosen a girlfriend,That patient who was boring a man dislikes that no student hadn't chosen the girlfriend
4159,That patient dislikes that the student who was boring a man hadn't chosen this girlfriend,That patient dislikes that a student who was boring the man hadn't chosen this girlfriend
4160,The mentor who isn't leading no person claims that each man went to a college campus,A mentor who isn't leading no person claims that each man went to the college campus
4161,The mentor claims that each man that isn't leading a person went to that college campus,A mentor claims that each man that isn't leading the person went to that college campus
4162,The boss who was breaking each skateboard believed that every hairdresser hadn't cleaned a snake,A boss who was breaking each skateboard believed that every hairdresser hadn't cleaned the snake
4163,Each boss believed that every hairdresser that was breaking the skateboard hadn't cleaned a snake,Each boss believed that every hairdresser that was breaking a skateboard hadn't cleaned the snake
4164,The guy that might sweep each room argues that this boyfriend shaeks a classmate,A guy that might sweep each room argues that this boyfriend shaeks the classmate
4165,The guy argues that this boyfriend that might sweep a room shaeks that classmate,A guy argues that this boyfriend that might sweep the room shaeks that classmate
4166,The podiatrist who resembled a photograph was imagining that each guest was exposing this grandfather,A podiatrist who resembled the photograph was imagining that each guest was exposing this grandfather
4167,The podiatrist was imagining that each guest that resembled a photograph was exposing this grandfather,A podiatrist was imagining that each guest that resembled the photograph was exposing this grandfather
4168,The brother that hadn't thrown that ship was speculating that each guest isn't hiring a teenager,A brother that hadn't thrown that ship was speculating that each guest isn't hiring the teenager
4169,Each brother was speculating that each guest that hadn't thrown the ship isn't hiring a teenager,Each brother was speculating that each guest that hadn't thrown a ship isn't hiring the teenager
4170,The tutor who was choosing a girlfriend admitted that some driver had embarrassed that mentor,A tutor who was choosing the girlfriend admitted that some driver had embarrassed that mentor
4171,No tutor admitted that the driver that was choosing a girlfriend had embarrassed that mentor,No tutor admitted that a driver that was choosing the girlfriend had embarrassed that mentor
4172,The lady who has cared for a child suggests that each driver disgusted every guest,A lady who has cared for the child suggests that each driver disgusted every guest
4173,Some lady suggests that each driver who has cared for the child disgusted a guest,Some lady suggests that each driver who has cared for a child disgusted the guest
4174,The doctor who conceals that dog couldn't claim that this pedestrian resembled a drawing,A doctor who conceals that dog couldn't claim that this pedestrian resembled the drawing
4175,No doctor couldn't claim that this pedestrian that conceals the dog resembled a drawing,No doctor couldn't claim that this pedestrian that conceals a dog resembled the drawing
4176,No hairdresser who descended the mountain had whispered that that lady can catch a best friend,No hairdresser who descended a mountain had whispered that that lady can catch the best friend
4177,No hairdresser had whispered that that lady that descended the mountain can catch a best friend,No hairdresser had whispered that that lady that descended a mountain can catch the best friend
4178,The supervisor who can't resemble a picture shouts that no man visits each contractor,A supervisor who can't resemble the picture shouts that no man visits each contractor
4179,No supervisor shouts that the man that can't resemble a picture visits each contractor,No supervisor shouts that a man that can't resemble the picture visits each contractor
4180,The colleague who scans that niece had loved that every girlfriend isn't bothering a committee,A colleague who scans that niece had loved that every girlfriend isn't bothering the committee
4181,The colleague had loved that every girlfriend that scans a niece isn't bothering no committee,A colleague had loved that every girlfriend that scans the niece isn't bothering no committee
4182,The tutor that does sing some song wrote that this student understood a woman,A tutor that does sing some song wrote that this student understood the woman
4183,Some tutor wrote that this student that does sing the song understood a woman,Some tutor wrote that this student that does sing a song understood the woman
4184,The student that climbs up some ladder expected that no cat is climbing down a ladder,A student that climbs up some ladder expected that no cat is climbing down the ladder
4185,That student expected that the cat that climbs up a ladder is climbing down each ladder,That student expected that a cat that climbs up the ladder is climbing down each ladder
4186,The grandson who stunned a library reveals that every mountain hadn't scared each lady,A grandson who stunned the library reveals that every mountain hadn't scared each lady
4187,Each grandson reveals that the mountain that stunned a library hadn't scared each lady,Each grandson reveals that a mountain that stunned the library hadn't scared each lady
4188,The senator who visits a grocery store concealed that no student complains about each driver,A senator who visits the grocery store concealed that no student complains about each driver
4189,The senator concealed that no student that visits a grocery store complains about each driver,A senator concealed that no student that visits the grocery store complains about each driver
4190,The waiter that wasn't passing a lake was claiming that this child hurts each podiatrist,A waiter that wasn't passing the lake was claiming that this child hurts each podiatrist
4191,That waiter was claiming that this child that wasn't passing the lake hurts a podiatrist,That waiter was claiming that this child that wasn't passing a lake hurts the podiatrist
4192,The classmate who isn't examining a French teacher is hoping that this driver was concealing that hospital,A classmate who isn't examining the French teacher is hoping that this driver was concealing that hospital
4193,Some classmate is hoping that the driver who isn't examining a French teacher was concealing that hospital,Some classmate is hoping that a driver who isn't examining the French teacher was concealing that hospital
4194,That dancer that has fixed the glass insists that some man praised a play,That dancer that has fixed a glass insists that some man praised the play
4195,That dancer insists that some man that has fixed the glass praised a play,That dancer insists that some man that has fixed a glass praised the play
4196,The boss that dislikes a car was shouting that every woman cleaned this gate,A boss that dislikes the car was shouting that every woman cleaned this gate
4197,The boss was shouting that every woman that dislikes a car cleaned this gate,A boss was shouting that every woman that dislikes the car cleaned this gate
4198,The lawyer who had climbed up this mountain regrets that some cat hadn't shocked a spouse,A lawyer who had climbed up this mountain regrets that some cat hadn't shocked the spouse
4199,That lawyer regrets that the cat that had climbed up a mountain hadn't shocked some spouse,That lawyer regrets that a cat that had climbed up the mountain hadn't shocked some spouse
4200,This teacher that hasn't astounded the mother is speculating that some truck bothered a son,This teacher that hasn't astounded a mother is speculating that some truck bothered the son
4201,The teacher is speculating that some truck that hasn't astounded a mother bothered no son,A teacher is speculating that some truck that hasn't astounded the mother bothered no son
4202,Each driver who was going to the river won't forget that that supervisor had referenced a daughter,Each driver who was going to a river won't forget that that supervisor had referenced the daughter
4203,The driver won't forget that that supervisor that was going to a river had referenced no daughter,A driver won't forget that that supervisor that was going to the river had referenced no daughter
4204,The person who has researched a drawing is explaining that every grandmother should arrive at this public park,A person who has researched the drawing is explaining that every grandmother should arrive at this public park
4205,Some person is explaining that the grandmother that has researched a drawing should arrive at this public park,Some person is explaining that a grandmother that has researched the drawing should arrive at this public park
4206,The girlfriend that hasn't concealed each lake claims that this best friend hadn't complained about a student,A girlfriend that hasn't concealed each lake claims that this best friend hadn't complained about the student
4207,The girlfriend claims that this best friend that hasn't concealed a lake hadn't complained about that student,A girlfriend claims that this best friend that hasn't concealed the lake hadn't complained about that student
4208,The man that has visited each piano teacher could agree that no child is listening to a dentist,A man that has visited each piano teacher could agree that no child is listening to the dentist
4209,Some man could agree that no child who has visited the piano teacher is listening to a dentist,Some man could agree that no child who has visited a piano teacher is listening to the dentist
4210,No doctor that will complain about the ballad had forgotten that this girl had sounded like a grandmother,No doctor that will complain about a ballad had forgotten that this girl had sounded like the grandmother
4211,The doctor had forgotten that this girl that will complain about a ballad had sounded like that grandmother,A doctor had forgotten that this girl that will complain about the ballad had sounded like that grandmother
4212,The girl who would clean no ship explains that some husband was finding a brother,A girl who would clean no ship explains that some husband was finding the brother
4213,The girl explains that some husband that would clean a ship was finding this brother,A girl explains that some husband that would clean the ship was finding this brother
4214,The best friend who shook no nephew regretted that each grandson overwhelmed a brother,A best friend who shook no nephew regretted that each grandson overwhelmed the brother
4215,Each best friend regretted that each grandson who shook the nephew overwhelmed a brother,Each best friend regretted that each grandson who shook a nephew overwhelmed the brother
4216,Each grandson who watched the girl can't shout that no niece had astounded a senator,Each grandson who watched a girl can't shout that no niece had astounded the senator
4217,The grandson can't shout that no niece who watched a girl had astounded that senator,A grandson can't shout that no niece who watched the girl had astounded that senator
4218,The teacher who was biking to a bank likes that this partner aided some colleague,A teacher who was biking to the bank likes that this partner aided some colleague
4219,Each teacher likes that this partner that was biking to the bank aided a colleague,Each teacher likes that this partner that was biking to a bank aided the colleague
4220,Every cousin that descended the mountain has claimed that this teenager met a girl,Every cousin that descended a mountain has claimed that this teenager met the girl
4221,Every cousin has claimed that the teenager that descended a mountain met each girl,Every cousin has claimed that a teenager that descended the mountain met each girl
4222,This friend who bored the boy didn't agree that this bike could impress a husband,This friend who bored a boy didn't agree that this bike could impress the husband
4223,This friend didn't agree that the bike that bored a boy could impress some husband,This friend didn't agree that a bike that bored the boy could impress some husband
4224,The customer who doesn't reference a wife doubted that this customer should see no ladder,A customer who doesn't reference the wife doubted that this customer should see no ladder
4225,No customer doubted that this customer that doesn't reference the wife should see a ladder,No customer doubted that this customer that doesn't reference a wife should see the ladder
4226,The partner that is healing this woman concealed that that patient could visit a guest,A partner that is healing this woman concealed that that patient could visit the guest
4227,Some partner concealed that that patient who is healing the woman could visit a guest,Some partner concealed that that patient who is healing a woman could visit the guest
4228,The grandmother that exposed a niece is forgetting that some man couldn't expose that newspaper article,A grandmother that exposed the niece is forgetting that some man couldn't expose that newspaper article
4229,The grandmother is forgetting that some man who exposed a niece couldn't expose that newspaper article,A grandmother is forgetting that some man who exposed the niece couldn't expose that newspaper article
4230,The teenager that hugs some brother conceals that some student escapes from a boyfriend,A teenager that hugs some brother conceals that some student escapes from the boyfriend
4231,The teenager conceals that some student that hugs a brother escapes from this boyfriend,A teenager conceals that some student that hugs the brother escapes from this boyfriend
4232,That French teacher that is appreciating the hairdresser felt that that government helps a contractor,That French teacher that is appreciating a hairdresser felt that that government helps the contractor
4233,That French teacher felt that the government who is appreciating a hairdresser helps no contractor,That French teacher felt that a government who is appreciating the hairdresser helps no contractor
4234,The father that can look like that photograph concluded that each spotlight hurts a classmate,A father that can look like that photograph concluded that each spotlight hurts the classmate
4235,Every father concluded that each spotlight that can look like the photograph hurts a classmate,Every father concluded that each spotlight that can look like a photograph hurts the classmate
4236,Each grandfather who loves the partner had expected that some cousin heard a grandson,Each grandfather who loves a partner had expected that some cousin heard the grandson
4237,Each grandfather had expected that some cousin who loves the partner heard a grandson,Each grandfather had expected that some cousin who loves a partner heard the grandson
